state_county,pop_2012,popdensity,percapinc
20053,6372,8.901345589,22310
20055,36485,28.02297809,21872
20057,34284,31.21634418,20104
20059,26229,45.87449283,23267
20061,35970,93.52130234,21153
20063,2518,2.3496152,23672
20065,2474,2.753411008,25418
20067,7765,13.50904942,26633
20069,5921,6.814618535,23363
20071,1158,1.487570973,31525
20073,6472,5.660807549,22032
20075,2633,2.642227553,21258
20077,5781,7.214808017,22805
20079,35073,64.97956514,23574
20081,3629,6.283751641,24075
20083,1787,2.077926112,22804
20085,13553,20.6532293,24200
20087,19187,36.0269305,26461
20089,2881,3.166695995,22497
20091,568825,1201.638274,38428
20093,3756,4.314546239,21536
20095,7511,8.699703755,23714
20097,2315,3.203535144,21177
20099,21175,32.81446673,22137
20101,1599,2.22871072,25997
20103,78145,168.8413064,26620
20105,3064,4.259129397,23566
20107,9535,16.0506018,23329
20109,2612,2.434309213,24544
20111,32949,38.87906323,18898
20113,29018,32.30415784,26357
20115,12275,12.99917811,21847
20117,9293,10.32345499,22094
20119,4462,4.561963952,24862
20121,33828,58.76373322,26945
20123,6195,8.827402194,24499
20125,35137,54.60062706,21013
20127,5759,8.28300746,24621
20129,3110,4.26184732,23022
20131,9903,13.80350137,24126
20133,16368,28.64180653,19651
20135,2940,2.735519005,30005
20137,5514,6.279222487,20480
20139,16098,22.8172671,24319
20141,3658,4.098582434,25362
20143,6054,8.399783478,23559
20145,6794,9.007469918,22239
20147,5475,6.180317895,22283
20149,22238,26.44165121,24438
20151,9605,13.06723098,24855
20153,2371,2.217096978,25250
20155,64545,51.41608316,22578
20157,4675,6.516853339,25647
20159,9779,13.46530371,21904
20161,74449,122.0933293,21578
20163,4958,5.567451426,23846
20165,3153,4.39281487,24259
20167,6820,7.695259066,26249
20169,56241,78.08812185,24426
20171,4826,6.725720124,26108
20173,511701,512.9773157,25832
20175,23122,36.15651559,18514
20177,180526,331.8392623,26295
20179,2464,2.750131304,25245
20181,5127,4.854808461,20799
20183,3607,4.028074989,25797
20185,4192,5.292621603,22871
20187,2115,3.108715477,21412
20189,5671,7.797411963,25826
20191,23384,19.78440906,22778
20193,7737,7.199308343,25816
20195,2857,3.211997325,22292
20197,6928,8.72212653,22987
20199,1393,1.524650289,23894
20201,5326,5.952463477,21391
20203,2084,2.900213208,21734
20205,9102,15.95670571,19143
20207,3119,6.265319318,22687
20209,158353,1044.544397,19214
21001,18874,46.56996018,15962
21003,20419,59.29937153,17582
21005,21956,108.7835502,24910
21007,8218,33.31726615,24405
21009,43107,88.41722069,19991
21011,11675,41.8771055,15630
21013,28310,78.85784517,14745
21015,126608,513.9162909,28630
21017,20072,69.28084604,22566
21019,49409,309.0686851,22698
21021,28644,158.9842554,23499
21023,8494,41.31077,19701
21025,13437,27.28805378,15048
21027,20357,35.8920964,17872
21029,77259,260.1104279,23357
21031,12592,29.55259386,17163
21033,12943,37.53867834,20001
21035,37798,98.1711646,21273
21037,90558,598.4999654,27501
21039,5003,26.41021908,17926
21041,10941,85.09818672,20966
21043,27841,67.98846647,19559
21045,16033,36.09167713,14813
21047,76256,106.2796908,18623
21049,36178,143.2999452,24022
21051,21151,45.0743101,12568
21053,10375,52.59935177,15876
21055,9309,25.86179404,20382
21057,6743,22.09503491,15546
21059,97746,213.2579955,22516
21061,12433,41.04880421,19588
21063,8118,34.64562928,13952
21065,14527,57.40130677,16212
21067,303606,1070.356598,29125
21069,14438,41.42396721,17456
21071,38802,98.64628023,16201
21073,49456,238.059221,26714
21075,6526,31.75612842,18074
21077,8701,85.94933876,19113
21079,17332,75.33120379,19437
21081,25166,97.55604453,20894
21083,37044,67.13999285,20326
21085,26080,52.50675422,17720
21087,11192,39.12818017,20981
21089,36882,107.0916029,21565
21091,8594,45.79744149,21352
21093,107806,172.9662075,23719
21095,28378,60.91954216,15146
21097,19062,62.22007789,19711
21099,18352,44.53440574,16796
21101,46483,106.4489932,22875
21103,15464,54.01789015,21156
21105,4776,19.71318518,20732
21107,46880,86.49525012,21885
21109,13466,39.00921089,14172
21111,751210,1974.704414,27301
21113,50871,295.5631098,25006
21115,23333,89.07314963,19276
21117,161726,1009.21206,27484
21119,16103,45.80988649,16857
21121,31990,82.8118832,14673
21123,14359,54.90610945,18499
21125,60084,138.4574176,19823
21127,15906,38.27281729,16839
21129,7834,37.50887561,14340
21131,11057,27.58428722,16345
21133,24283,71.86152044,17203
21135,13796,28.57282942,14898
21137,24956,74.69739707,16511
21139,9416,30.07083947,20511
21141,26791,48.5228688,19502
21143,8476,39.63708623,21128
21145,65472,263.2107648,25676
21147,18537,43.43221515,12425
21149,9391,37.19586965,21219
21151,85416,195.3290964,21737
21153,13319,43.18128725,14506
21155,20117,58.64873456,18784
21157,31657,105.0845578,23304
21159,12979,56.52756509,13759
21161,17632,73.42764813,22599
21163,29360,96.1288577,20188
21165,6231,30.60640013,14069
21167,21427,86.12234042,23723
21169,10110,34.90474376,16577
21171,10724,32.5587878,15876
21173,27422,138.9400303,21168
21175,13839,36.31076081,19623
21177,31321,67.05719673,19452
21179,44823,107.3573247,21938
21181,7132,36.54238328,18758
21183,24012,40.88722315,19090
21185,63511,339.2347603,33366
21187,10916,31.0906191,22897
21189,4716,23.88969452,11883
21191,14932,53.87559272,20758
21193,28517,83.95508091,19357
21195,64256,81.66410641,19326
21197,12506,69.87394073,15007
21199,64470,97.91804458,20220
21201,2270,22.72024717,13749
21203,17156,54.19771278,15506
21205,23621,84.42243224,16889
21207,17733,69.90929505,18626
21209,50521,179.3012902,27188
21211,44139,116.2665275,27655
21213,17461,74.55467361,20736
21215,18266,97.84796255,26834
21217,24806,93.14107264,18087
21219,12548,33.50635166,18176
21221,14894,33.74008064,23489
21223,8923,58.84024999,21996
21225,14734,42.97521181,18681
21227,118824,219.3943119,23635
21229,11879,39.96080318,21206
21231,20988,45.80829334,15620
21233,13429,40.45574192,20058
21235,35487,81.05204716,15430
21237,7400,33.30772205,12058
21239,25332,134.185094,28816
22001,62379,95.21780319,19027
22003,25827,33.9005054,18287
22005,115037,396.7055429,27756
22007,23411,69.12868207,21752
22009,42371,50.90012157,17497
22011,36187,31.26733413,21808
22013,13965,17.21378962,18691
22015,121433,144.5532589,26248
22017,255850,291.2221874,23743
22019,195020,183.3482196,24013
22021,10011,18.90920207,22111
22023,6199,4.824548435,24649
22025,10302,14.55023045,17245
22027,17193,22.77585481,17654
22029,20910,30.00345004,16947
22031,26847,30.66199549,21122
22033,447831,983.4365179,26714
22035,7392,17.57053657,20767
22037,20060,44.2425521,19508
22039,33622,50.75955771,18171
22041,20575,32.941872,19737
22043,23109,35.93790937,18427
22045,73404,127.8568216,21316
22047,33420,54.02286227,20624
22049,16346,28.71833675,20057
22051,430934,1457.671648,26528
22053,31596,48.51011862,21208
22055,228994,852.1672537,27808
22057,97615,91.38147669,24324
22059,14978,23.97693621,21962
22061,47561,100.8199438,19635
22063,136911,211.2274269,24376
22065,11686,18.71446819,14255
22067,27225,34.24811355,15842
22069,39629,31.64624197,19144
22071,328816,1940.799755,25668
22073,155351,254.5043145,22470
22075,21685,27.80444202,25015
22077,22887,41.06424559,22693
22079,132793,100.7563007,21959
22081,8911,22.90215079,20300
22083,20609,36.86478437,18066
22085,24268,28.0017821,21643
22087,31385,83.13534888,20003
22089,53851,192.9572121,26400
22091,11354,27.80098672,17885
22093,22307,92.35440404,23332
22095,46625,218.8236063,21373
22097,82865,89.6924384,18789
22099,53123,72.0167716,21116
22101,54889,98.83163538,20411
22103,243706,288.2215487,30133
22105,126532,159.9090873,20750
22107,4925,8.170416133,16552
22109,113589,92.21271636,23553
22111,22586,25.75404615,20273
22113,58869,50.17816969,22193
22115,52404,39.46351322,21081
22117,47895,71.53581384,17537
22119,40958,69.06568305,20132
22121,24320,126.4070785,23404
22123,11375,31.62832943,17292
22125,16151,40.0556945,19031
22127,14891,15.67331334,15662
23001,108386,231.6299326,23663
23003,70680,10.59458908,20659
23005,284176,340.2324657,32277
23007,30930,18.23048418,21595
23009,54827,34.54990153,27227
23011,122759,141.5050087,25023
23013,40665,111.3702216,26504
23015,34576,75.85480147,28741
23017,58316,28.07919565,21735
23019,154743,45.54799191,23366
23021,17554,4.431869757,20871
23023,35184,138.6862535,28370
23025,52494,13.3763017,21105
23027,38986,53.41145528,22706
23029,32881,12.83081075,19527
23031,198349,200.2083117,28321
24001,74841,176.4461221,21357
24003,550582,1327.017621,39857
24005,814186,1360.828071,34304
24009,93502,438.6635241,37321
24011,33832,105.9171731,25652
24013,170030,379.8749367,35098
24015,104300,301.2074146,29079
24017,152706,333.6021757,36519
24019,33218,61.42777215,26208
24021,240296,363.9629421,36343
24023,29979,46.32801837,24779
24025,250138,572.2815383,34659
24027,295552,1178.713895,46594
24029,20773,74.98456513,31691
24031,991964,2019.246787,48357
24033,873457,1809.55771,32117
24035,51511,138.5048666,37366
24037,110889,310.4568698,34718
24039,26807,83.84438009,17599
24041,38943,145.0183816,38199
24043,150876,329.582048,26392
24045,101754,271.7472423,25929
24047,52283,111.6488817,32811
24510,615873,7608.657794,23853
25001,214478,544.7430882,36000
25003,129803,140.0512615,29387
25005,551421,996.9723254,28682
25007,18269,176.9477167,33228
25009,750600,1523.866129,34858
25011,71091,101.657412,28313
25013,465099,753.6357971,25363
25015,158919,301.4080059,29113
25017,1512774,1849.771821,41453
25019,10758,239.226895,51456
25021,676128,1706.939363,43685
25023,498837,756.8742805,34285
25025,737475,12681.35325,32034
25027,807359,534.4022342,31470
26001,10797,16.00538592,21003
26003,9479,10.35877595,19858
26005,112695,136.5617924,23395
26007,29258,51.16287105,21867
26009,23529,49.46157567,23941
26011,15553,42.82317976,19386
26013,8792,9.787844891,19076
26015,59657,107.8609918,24989
26017,107572,243.209205,23642
26019,17739,55.485782,24267
26021,155654,274.1608578,24490
26023,45012,88.89175792,19563
26025,135398,191.7185654,22430
26027,52332,106.7865748,23045
26029,25806,61.98312423,28226
26031,25849,36.13909791,22379
26033,38429,24.65894583,20744
26035,30716,54.43056295,18413
26037,77596,136.9965446,27723
26039,13916,25.01618546,21583
26041,36677,31.31852865,22208
26043,25964,34.10032154,24963
26045,108319,188.32366,26296
26047,32869,70.30893798,29465
26049,422800,663.7598696,22577
26051,25452,50.72353427,20677
26053,16136,14.64447694,20759
26055,89071,191.8264895,27617
26057,41630,73.23248369,18936
26059,46611,77.92742753,20428
26061,36606,36.27591933,18556
26063,32086,38.39386523,21845
26065,283162,509.174335,24322
26067,64419,112.7577751,19994
26069,25506,46.4508578,21303
26071,11497,9.858944773,20099
26073,71651,125.1159847,18738
26075,160506,228.7499113,22227
26077,253486,451.3169638,25620
26079,17193,30.70919659,19685
26081,610195,720.4635006,25410
26083,2143,3.96769672,21218
26085,11413,20.11562249,16741
26087,88239,137.2272893,24358
26089,21760,62.67805679,32311
26091,100031,133.4538966,22449
26093,185809,328.7177202,31751
26095,5970,6.640132924,18294
26097,10747,10.52009384,22195
26099,852203,1778.299716,26661
26101,24609,45.39156432,22258
26103,67577,37.36836748,23464
26105,28726,58.02377792,22494
26107,42995,77.45857978,19320
26109,23717,22.71570757,21886
26111,83865,162.4495646,29451
26113,14860,26.31363676,19740
26115,153416,279.2457829,25774
26117,63668,90.25808267,19010
26119,9604,17.56839949,19264
26121,172694,345.9097176,20222
26123,48427,59.55087204,21120
26125,1205777,1389.683154,36314
26127,26367,51.49090363,18916
26129,21596,38.32560477,18909
26131,6493,4.951859107,22195
26133,23458,41.41659581,18228
26135,8409,14.86395098,18706
26137,24194,46.98124372,23179
26139,269959,479.1031846,25197
26141,13088,19.86886706,21926
26143,24048,46.27858361,21637
26145,197464,246.7949529,22257
26147,162928,225.921625,23960
26149,61023,121.901918,20772
26151,42596,44.25253831,20056
26153,8352,7.130182622,21134
26155,70258,132.3954757,22727
26157,54971,68.44624662,20503
26159,76133,125.327117,21898
26161,349185,494.6205223,32529
26163,1768048,2888.589147,22351
26165,33164,58.69715909,20627
27001,16250,8.92042288,24694
27003,338018,799.0786004,29894
27005,32900,25.01515164,25233
27007,45375,18.11420661,21753
27009,39273,96.18642932,23924
27011,5033,10.08572088,24960
27013,65757,87.92880615,23996
27015,25587,41.87107641,26046
27017,36089,41.89665623,24808
27019,95937,270.7597791,36807
27021,28717,14.20549032,24772
27023,12179,20.9577499,24211
27025,56404,135.9585725,27626
27027,60648,58.01603961,23771
27029,8694,8.703226824,21466
27031,5177,3.564746256,30501
27033,11425,17.89041099,22028
27035,63993,64.05099632,25645
27037,408626,726.8757703,34822
27039,20535,46.7473665,27776
27041,36735,57.64165005,26301
27043,13964,19.59925784,23185
27045,20653,23.97886783,24318
27047,30844,43.62124047,24409
27049,46590,61.5587723,27996
27051,5898,10.7596275,24169
27053,1163262,2101.302549,36858
27055,18819,34.08878613,25791
27057,20752,22.4182467,24869
27059,39209,89.97139962,25184
27061,45142,16.92155508,24067
27063,9910,14.09709678,25744
27065,16442,31.52305663,21350
27067,42393,53.20510008,27053
27069,4303,3.916075645,25973
27071,12964,4.176452445,24829
27073,6927,9.054656024,25519
27075,10747,5.095074733,26675
27077,3881,2.990285367,25999
27079,28145,62.71719552,26481
27081,5709,10.63610745,25570
27083,25902,36.24893773,24125
27085,36822,74.92202548,27704
27087,5366,9.61859797,18533
27089,9107,5.130507482,25828
27091,20506,28.78651774,25354
27093,23344,38.38346884,24766
27095,26960,47.10733577,22221
27097,33401,29.68814071,23154
27099,39101,54.9689671,24170
27101,8456,11.99939961,25344
27103,33355,74.37117583,26108
27105,21400,29.92562459,21634
27107,6524,7.474890648,23463
27109,148822,227.7834006,33850
27111,56962,28.88439707,24740
27113,13908,22.55704355,23142
27115,30465,21.58665242,21769
27117,9355,20.11591275,23310
27119,31417,15.93858581,24274
27121,10858,16.21290755,27727
27123,509070,3344.471325,29437
27125,3965,9.1695983,22408
27127,15680,17.84713585,24493
27129,15137,15.40024804,24317
27131,65803,132.7519895,24783
27133,9575,19.846411,23094
27135,15348,9.181611908,23730
27137,200259,32.05477209,25586
27139,138642,388.923877,34532
27141,93898,216.8958401,27444
27143,15084,25.61910868,24563
27145,154319,114.8948236,25329
27147,37287,86.78558774,26114
27149,9578,16.99421416,25855
27151,9206,12.40562435,22699
27153,24859,26.30633178,21406
27155,3341,5.821550691,25743
27157,21597,41.29583952,27339
27159,13796,25.72592003,19812
27161,19066,45.03535053,24408
27163,247072,642.9446571,36786
27165,10902,25.06509842,24187
27167,6318,8.413260636,25118
27169,51453,82.16631647,22327
27171,132748,200.6904033,29231
27173,10115,13.32497072,23718
28001,31838,68.8527857,17249
28003,37626,94.05615078,17920
28005,12944,17.72907124,17681
28007,19436,26.44418624,17701
28009,8884,21.84860703,16724
28011,32691,37.29408205,16114
28013,14872,25.35403033,16034
28015,10522,16.74830669,16412
28017,16878,33.6363071,15978
28019,8252,19.73325142,16584
28021,9150,18.77285838,12238
28023,16420,23.74361105,18050
28025,20298,49.49805634,18057
28027,25090,45.41652987,16116
28029,29525,37.98677772,17823
28031,19546,47.23627141,16917
28033,173710,364.8256102,25065
28035,75752,162.4484285,20238
28037,8009,14.20591633,22138
28039,23401,48.88361224,20529
28041,14631,20.52737979,14759
28043,21659,51.31166517,20116
28045,43565,91.95810298,22596
28047,185949,323.9563737,23111
28049,244325,280.9169494,20878
28051,18227,24.08752164,11966
28053,8940,21.36246488,13448
28055,1212,2.93430413,10458
28057,23530,44.16399943,18307
28059,141021,195.1162483,23547
28061,16790,24.8283565,18696
28063,7280,14.0018005,12857
28065,12115,29.66142742,15423
28067,68383,98.42183028,19494
28069,10362,13.52419504,14432
28071,49281,78.01229497,21854
28073,59649,120.0047211,27399
28075,80683,114.6661937,20688
28077,12835,29.80255713,19896
28079,24308,41.69465622,15559
28081,84655,188.142723,22358
28083,31243,52.72735565,12754
28085,35309,60.24244439,21045
28087,59292,117.2916187,21627
28089,100126,140.1331329,32223
28091,27423,50.56016297,18077
28093,37669,53.34097579,17656
28095,36698,47.96533904,18573
28097,10573,25.97912323,16128
28099,29912,52.46424026,17718
28101,21624,37.40502761,17576
28103,11283,16.23129987,12508
28105,48781,106.4621185,19330
28107,34816,50.81557261,16449
28109,57794,71.27467202,20347
28111,12212,18.86747095,17857
28113,40749,99.62725036,18454
28115,30614,61.5122865,17759
28117,25211,60.75229886,17115
28119,7694,18.99695191,13293
28121,148614,191.6400742,27183
28123,28215,46.31599331,17435
28125,4497,10.41647358,14750
28127,27422,46.54397311,18305
28129,16491,25.91897218,19545
28131,18762,42.11592146,23209
28133,28420,40.73066413,12601
28135,15311,23.7274038,13265
28137,29703,73.38447332,19882
28139,22489,49.12248484,18719
28141,19639,46.29061768,18063
28143,10752,23.64803652,14963
28145,27513,66.20096154,18636
28147,15510,38.39640385,16592
28149,48526,82.45697643,22181
28151,48577,67.0266802,16856
28153,20559,25.358004,17879
28155,10211,24.25759263,18969
28157,9763,14.39744764,18254
28159,18948,31.20322325,18313
28161,12526,26.81486655,17640
28163,28014,30.35277859,14730
29001,25660,45.22992429,17997
29003,17394,40.19849902,25409
29005,5461,9.978040235,23976
29007,25242,36.46450988,19275
29009,35549,45.67807138,19755
29011,12160,20.5432899,19036
29013,16912,20.21300624,19882
29015,19282,27.38685557,20551
29017,12330,19.95449968,18709
29019,168724,246.1637857,25970
29021,89696,219.8287208,22349
29023,42997,61.89563965,19464
29025,9394,22.03132962,20225
29027,44961,53.87294501,23487
29029,45101,68.7596301,25068
29031,77153,133.3593062,23445
29033,8944,12.87607758,25546
29035,6300,12.41719678,15597
29037,103177,148.0649438,27129
29039,13832,29.15171169,15980
29041,7562,10.06681059,19904
29043,83032,147.5744001,24284
29045,6982,13.83417215,20014
29047,231034,581.5125704,29326
29049,20998,50.1198717,24553
29051,77033,195.6392525,26626
29053,17684,31.31211236,21316
29055,25006,33.67736077,17416
29057,7725,15.76492413,17738
29059,17014,31.46257301,18384
29061,8374,14.86755541,19714
29063,12897,30.60831182,17754
29065,15767,20.94474948,19003
29067,13764,16.91674532,16175
29069,31436,58.09981358,17904
29071,103257,111.9097392,24118
29073,15098,29.15780615,21848
29075,6604,13.4385552,19858
29077,283133,419.2671931,23956
29079,10136,23.28635127,19344
29081,8893,12.30858558,19080
29083,22125,31.74558774,22055
29085,9707,24.32275856,16844
29087,4709,10.17737227,23815
29089,10077,21.72475163,23479
29091,41011,44.22871031,18056
29093,10538,19.15096769,18153
29095,678898,1123.14379,25605
29097,120180,188.2260849,20735
29099,223453,340.303338,24965
29101,53217,64.17240117,21292
29103,4015,7.966100878,21731
29105,36306,47.4763634,20784
29107,33283,52.96186808,23584
29109,39207,64.09130646,19357
29111,10022,19.84389401,19283
29113,55797,89.05351143,22092
29115,12389,20.12626007,20666
29117,15245,28.63829063,20203
29119,23277,43.1470899,17841
29121,15416,19.24050079,19357
29123,12325,24.92972583,17491
29125,9211,17.47887421,20392
29127,28791,65.8947785,21835
29129,3745,8.25189495,19577
29131,24901,42.02028713,19133
29133,14476,35.1715072,15532
29135,15697,37.82178336,19422
29137,8617,13.30496005,20048
29139,12047,22.46537536,20142
29141,20749,34.71877628,18425
29143,18551,27.48946595,20373
29145,59045,94.50757138,22054
29147,23437,26.72515449,18971
29149,10918,13.8238294,15396
29151,14026,23.20857036,22275
29153,9684,12.99915346,17710
29155,17740,36.01711451,16365
29157,19125,40.31802025,21693
29159,42471,62.25392056,19909
29161,46007,68.48483211,20245
29163,18417,27.47011634,18756
29165,92726,220.676401,34918
29167,31950,50.27356567,18905
29169,54096,98.87794272,20168
29171,4832,9.340499009,20463
29173,10242,21.80166244,23255
29175,25447,52.71979714,17345
29177,23406,41.14940804,25759
29179,6654,8.230284125,17560
29181,14137,22.45619635,14966
29183,377733,673.9994487,31388
29185,9705,14.48544255,18166
29186,18161,36.38365516,23442
29187,67382,149.1126323,18844
29189,994091,1957.643762,34334
29195,23058,30.52002503,19239
29197,4408,14.34414081,18246
29199,4736,10.845705,19178
29201,38816,92.42126776,20088
29203,8414,8.381982839,16095
29205,5945,11.86950098,18458
29207,29816,36.21866673,21460
29209,32836,70.76215848,21149
29211,6472,9.987943858,17599
29213,54482,86.14620027,22192
29215,26474,22.48769841,17034
29217,21182,25.63172623,18554
29219,34391,80.2401123,25645
29221,25520,33.58280642,16841
29223,13498,17.77979364,17925
29225,37393,63.10391885,18709
29227,2048,7.681556598,19409
29229,18987,27.84950903,15706
29510,313155,5058.323793,22050
30001,9234,1.666298691,22216
30003,12638,2.529895922,14827
30005,6370,1.506784172,17287
30007,5884,4.934000875,20706
30009,10081,4.920470063,25943
30011,1067,0.319389214,20844
30013,81648,30.26064563,23554
30015,5717,1.439148384,20706
30017,11704,3.093544486,22858
30019,1627,1.140869842,25496
30021,8942,3.770029851,25675
30023,9233,12.53580163,20887
30025,2849,1.757804058,26646
30027,11496,2.648967875,23877
30029,94937,18.66024729,25317
30031,94999,36.5003206,27769
30033,1194,0.255381602,22306
30035,13352,4.456702286,17779
30037,826,0.70277399,20363
30039,3090,1.788800077,26138
30041,15921,5.491979089,21618
30043,11745,7.091288709,28865
30045,1925,1.029510348,23710
30047,28970,19.44099924,20161
30049,65227,18.85812248,27121
30051,2324,1.62512315,21236
30053,19826,5.487534268,20526
30055,1529,0.578471581,25169
30057,7839,2.18509668,33892
30059,1876,0.784309488,18147
30061,4261,3.49423577,18974
30063,112763,43.48036259,25418
30065,4525,2.422175654,22193
30067,15629,5.575686856,24466
30069,471,0.284614285,19873
30071,4071,0.792017932,23840
30073,6008,3.702100259,21101
30075,1661,0.503745763,24637
30077,6816,2.929858525,18387
30079,1140,0.656403413,21832
30081,41187,17.2271353,24641
30083,9785,4.694975075,29490
30085,10274,4.363015562,17433
30087,9198,1.835780866,20758
30089,11583,4.195942662,18292
30091,3136,1.869916909,27924
30093,34206,47.60901072,22249
30095,9288,5.173363862,27460
30097,3626,1.954501367,22838
30099,5947,2.617086003,21834
30101,5270,2.751028244,23123
30103,667,0.682424397,22524
30105,7217,1.465137198,24128
30107,2129,1.495930311,18641
30109,991,1.114404015,23157
30111,152723,57.99694672,27273
31001,31478,55.88414703,24390
31003,6387,7.450848163,21982
31005,455,0.636048202,20071
31007,647,0.867159432,21552
31009,458,0.644276951,17677
31011,5245,7.639606171,24499
31013,11122,10.34323081,24587
31015,2017,3.735602121,21353
31017,3027,2.478439261,18881
31019,47125,48.67721795,23780
31021,6368,12.95411362,25185
31023,8035,13.73723759,26770
31025,25432,45.62235055,28974
31027,8383,11.32360748,22736
31029,3884,4.342485473,24184
31031,5504,0.923424543,23051
31033,9922,8.293998095,27630
31035,6271,10.95774168,22456
31037,10510,25.53079114,20049
31039,8827,15.46917217,24071
31041,10576,4.106352513,21740
31043,21290,80.56624403,19844
31045,9078,6.500706622,18440
31047,24270,23.95627548,20077
31049,1863,4.235524683,23721
31051,5952,12.49811989,21875
31053,36908,69.80820102,23009
31055,533504,1624.285535,28910
31057,1885,2.049631194,27383
31059,5609,9.748500735,22882
31061,3071,5.33330254,22859
31063,2578,2.645210631,22689
31065,4772,6.635780068,21987
31067,22119,25.97677855,22959
31069,1927,1.130680978,22619
31071,2032,3.566225623,20019
31073,2014,4.395891079,23973
31075,578,0.744630739,20677
31077,2460,4.317219865,22121
31079,60086,109.9894554,23468
31081,8943,16.47331199,25587
31083,3275,5.917256286,23404
31085,914,1.28179633,24219
31087,2842,4.003140785,21536
31089,10021,4.153956738,23380
31091,724,1.003991953,23553
31093,6158,10.81608702,22983
31095,7320,12.83794619,23675
31097,5313,14.12839284,19664
31099,6298,12.1996579,27444
31101,8190,7.714770144,26443
31103,758,0.980504009,22192
31105,3657,3.842008791,24564
31107,8466,7.638378932,21687
31109,295410,352.7079346,26557
31111,36705,14.31514309,26648
31113,733,1.284477209,22510
31115,593,1.043481456,21560
31117,545,0.634476542,24231
31119,34812,60.78123016,23603
31121,7684,15.84718963,22972
31123,4845,3.402774317,21611
31125,3619,8.194588086,23299
31127,7088,17.3988904,23724
31129,4281,7.443207638,21350
31131,15742,25.57053,24718
31133,2610,6.054636191,24053
31135,2715,3.073577641,26040
31137,8962,16.60276511,25471
31139,7026,12.25646009,22499
31141,32652,48.44083774,23730
31143,5300,12.09093601,24650
31145,10921,15.23182906,22331
31147,7969,14.44078195,21687
31149,1474,1.461840018,24853
31151,14180,24.70307657,20700
31153,168591,705.4303145,29610
31155,20881,27.83265549,27760
31157,36969,49.99859142,21898
31159,16765,29.33880382,27596
31161,4979,2.03985304,20802
31163,3067,5.420371501,22456
31165,1223,0.591753122,26628
31167,6001,14.02271432,22461
31169,4987,8.691075052,22176
31171,625,0.876287764,25404
31173,6830,17.35335669,16497
31175,4069,7.163127909,22579
31177,20354,52.19539236,28829
31179,9434,21.29980989,20597
31181,3627,6.30877932,21054
31183,810,1.408249148,23544
31185,13373,23.35855879,26565
32001,24552,4.979659419,24689
32003,2045525,259.2083859,27330
32005,47439,66.84192507,35723
32007,48689,2.835729296,27233
32009,710,0.198220124,32021
32011,2033,0.486866369,29996
32013,16308,1.691568446,25855
32015,5723,1.042420885,28459
32017,5493,0.516589437,18298
32019,55259,27.61311705,21533
32021,4552,1.212946775,21729
32023,45611,2.50859035,22503
32027,6633,1.098803983,18741
32029,4090,15.55604196,30512
32031,433615,68.80194146,30016
32033,10068,1.134339773,23484
32510,54756,378.5097635,27704
33001,60415,150.9499119,29449
33003,48230,51.80111514,29194
33005,77339,109.442971,27459
33007,32591,18.15973261,23580
33009,90426,52.91940178,29090
33011,403926,461.0297824,33653
33013,147849,158.2768788,31403
33015,298493,429.6593433,37422
33017,125071,338.9688547,29405
33019,44239,82.33369245,27223
34001,278261,500.7355972,27613
34003,908686,3899.791714,43012
34005,451863,565.835665,36101
34007,514774,2326.528179,30136
34009,95671,380.5152441,33796
34011,159051,328.8197564,22636
34013,781473,6191.73633,32149
34015,295789,918.5844884,32067
34017,641375,13885.27798,32087
34019,129241,302.0926644,49521
34021,369253,1644.358401,36721
34023,820967,2657.592334,34153
34025,633035,1350.351907,42234
34027,496046,1077.946584,48067
34029,592150,941.7429937,30257
34031,504127,2731.022097,26615
34033,66281,199.702511,27941
34035,328964,1089.958779,48090
34037,149406,287.8652295,36986
34039,538762,5238.074977,34851
34041,109362,306.4069358,33616
35001,687933,592.6226878,26638
35003,3735,0.539452238,22717
35005,66756,11.00626143,18764
35006,27120,5.9742524,14859
35007,13080,3.48051952,21539
35009,48653,34.63347548,20553
35011,1963,0.845165023,21600
35013,217651,57.1635862,19077
35015,54121,12.96086115,26088
35017,29244,7.381819067,21726
35019,4565,1.506360957,13574
35021,651,0.306289242,19534
35023,4464,1.298859502,17770
35025,66673,15.18424903,20578
35027,20566,4.25700943,25647
35028,17837,163.3923986,49873
35029,25027,8.440273024,16281
35031,70655,12.96467393,13196
35033,4799,2.484887802,23990
35035,64062,9.68697625,20067
35037,8617,2.997896081,18137
35039,39816,6.793568953,19942
35041,20004,8.173468699,17689
35043,141536,38.14317854,26757
35045,132881,24.10291936,21471
35047,29034,6.156722842,19130
35049,147905,77.46094088,32680
35051,11153,2.668848108,17033
35053,17718,2.66569231,18206
35055,33374,15.14858263,22126
35057,16098,4.812778961,17083
35059,4527,1.183918303,20476
35061,79114,74.20358106,19995
36001,305791,584.9054957,31728
36003,48491,47.11030607,20047
36005,1410924,33516.58102,17992
36007,199812,283.1136497,24766
36009,79121,60.47385638,21369
36011,79275,114.6284321,23990
36013,133243,125.6740933,21325
36015,88004,216.0394278,24299
36017,50047,56.0092765,22786
36019,82399,79.39374968,23446
36021,62747,98.86004386,32259
36023,49258,98.76091501,22322
36025,47689,33.06133838,23120
36027,299932,376.9743032,32353
36029,910395,873.1185796,27366
36031,39150,21.81996687,24915
36033,51189,31.42128198,20831
36035,55555,112.1260779,23606
36037,59742,121.1963261,25022
36039,49288,76.16029188,23605
